Ticker,Date/Time,Open,High,Low,Close,
^PSEi,31 Jan 1958,3.0600,3.0600,3.0600,3.0600
^PSEi,28 Feb 1958,2.9200,2.9200,2.9200,2.9200
^PSEi,31 Mar 1958,3.1500,3.1500,3.1500,3.1500
^PSEi,30 Apr 1958,3.4500,3.4500,3.4500,3.4500
^PSEi,31 May 1958,3.5600,3.5600,3.5600,3.5600
^PSEi,30 Jun 1958,4.4000,4.4000,4.4000,4.4000
^PSEi,31 Jul 1958,5.2800,5.2800,5.2800,5.2800
^PSEi,31 Aug 1958,6.4100,6.4100,6.4100,6.4100
^PSEi,30 Sep 1958,5.6700,5.6700,5.6700,5.6700
^PSEi,31 Oct 1958,5.6700,5.6700,5.6700,5.6700
^PSEi,30 Nov 1958,7.7700,7.7700,7.7700,7.7700
^PSEi,31 Dec 1958,8.9800,8.9800,8.9800,8.9800
^PSEi,31 Jan 1959,9.4500,9.4500,9.4500,9.4500
^PSEi,28 Feb 1959,9.2500,9.2500,9.2500,9.2500
^PSEi,31 Mar 1959,9.5700,9.5700,9.5700,9.5700
^PSEi,30 Apr 1959,8.9500,8.9500,8.9500,8.9500
^PSEi,31 May 1959,8.5000,8.5000,8.5000,8.5000
^PSEi,30 Jun 1959,7.9800,7.9800,7.9800,7.9800
^PSEi,31 Jul 1959,7.5500,7.5500,7.5500,7.5500
^PSEi,31 Aug 1959,6.6700,6.6700,6.6700,6.6700
^PSEi,30 Sep 1959,6.4400,6.4400,6.4400,6.4400
^PSEi,31 Oct 1959,6.4400,6.4400,6.4400,6.4400
^PSEi,30 Nov 1959,6.2600,6.2600,6.2600,6.2600
^PSEi,31 Dec 1959,5.4000,5.4000,5.4000,5.4000
^PSEi,31 Jan 1960,5.1200,5.1200,5.1200,5.1200
^PSEi,28 Feb 1960,5.0800,5.0800,5.0800,5.0800
^PSEi,31 Mar 1960,5.1700,5.1700,5.1700,5.1700
^PSEi,30 Apr 1960,5.2100,5.2100,5.2100,5.2100
^PSEi,31 May 1960,4.3300,4.3300,4.3300,4.3300
^PSEi,30 Jun 1960,4.1200,4.1200,4.1200,4.1200
^PSEi,31 Jul 1960,4.3600,4.3600,4.3600,4.3600
^PSEi,31 Aug 1960,4.3400,4.3400,4.3400,4.3400
^PSEi,30 Sep 1960,4.0300,4.0300,4.0300,4.0300
^PSEi,31 Oct 1960,3.7800,3.7800,3.7800,3.7800
^PSEi,30 Nov 1960,4.0000,4.0000,4.0000,4.0000
^PSEi,31 Dec 1960,3.6700,3.6700,3.6700,3.6700
^PSEi,31 Jan 1961,4.0800,4.0800,4.0800,4.0800
^PSEi,28 Feb 1961,4.1000,4.1000,4.1000,4.1000
^PSEi,31 Mar 1961,4.0400,4.0400,4.0400,4.0400
^PSEi,30 Apr 1961,3.9400,3.9400,3.9400,3.9400
^PSEi,31 May 1961,3.9700,3.9700,3.9700,3.9700
^PSEi,30 Jun 1961,3.5400,3.5400,3.5400,3.5400
^PSEi,31 Jul 1961,3.8900,3.8900,3.8900,3.8900
^PSEi,31 Aug 1961,3.7300,3.7300,3.7300,3.7300
^PSEi,30 Sep 1961,3.7200,3.7200,3.7200,3.7200
^PSEi,31 Oct 1961,5.0100,5.0100,5.0100,5.0100
^PSEi,30 Nov 1961,5.1000,5.1000,5.1000,5.1000
^PSEi,31 Dec 1961,6.7200,6.7200,6.7200,6.7200
^PSEi,31 Jan 1962,6.1500,6.1500,6.1500,6.1500
^PSEi,28 Feb 1962,5.2300,5.2300,5.2300,5.2300
^PSEi,31 Mar 1962,4.9400,4.9400,4.9400,4.9400
^PSEi,30 Apr 1962,5.0900,5.0900,5.0900,5.0900
^PSEi,31 May 1962,4.4700,4.4700,4.4700,4.4700
^PSEi,30 Jun 1962,4.4200,4.4200,4.4200,4.4200
^PSEi,31 Jul 1962,4.7600,4.7600,4.7600,4.7600
^PSEi,31 Aug 1962,4.8400,4.8400,4.8400,4.8400
^PSEi,30 Sep 1962,4.8300,4.8300,4.8300,4.8300
^PSEi,31 Oct 1962,4.9300,4.9300,4.9300,4.9300
^PSEi,30 Nov 1962,5.4500,5.4500,5.4500,5.4500
^PSEi,31 Dec 1962,5.7600,5.7600,5.7600,5.7600
^PSEi,31 Jan 1963,7.0700,7.0700,7.0700,7.0700
^PSEi,28 Feb 1963,6.9600,6.9600,6.9600,6.9600
^PSEi,31 Mar 1963,6.9000,6.9000,6.9000,6.9000
^PSEi,30 Apr 1963,7.9900,7.9900,7.9900,7.9900
^PSEi,31 May 1963,8.8100,8.8100,8.8100,8.8100
^PSEi,30 Jun 1963,8.7200,8.7200,8.7200,8.7200
^PSEi,31 Jul 1963,9.0600,9.0600,9.0600,9.0600
^PSEi,31 Aug 1963,10.4100,10.4100,10.4100,10.4100
^PSEi,30 Sep 1963,11.3500,11.3500,11.3500,11.3500
^PSEi,31 Oct 1963,12.2200,12.2200,12.2200,12.2200
^PSEi,30 Nov 1963,13.4000,13.4000,13.4000,13.4000
^PSEi,31 Dec 1963,13.7300,13.7300,13.7300,13.7300
^PSEi,31 Jan 1964,14.2100,14.2100,14.2100,14.2100
^PSEi,28 Feb 1964,14.6900,14.6900,14.6900,14.6900
^PSEi,31 Mar 1964,14.4700,14.4700,14.4700,14.4700
^PSEi,30 Apr 1964,14.7400,14.7400,14.7400,14.7400
^PSEi,31 May 1964,12.6700,12.6700,12.6700,12.6700
^PSEi,30 Jun 1964,12.3600,12.3600,12.3600,12.3600
^PSEi,31 Jul 1964,13.2300,13.2300,13.2300,13.2300
^PSEi,31 Aug 1964,12.9500,12.9500,12.9500,12.9500
^PSEi,30 Sep 1964,13.3300,13.3300,13.3300,13.3300
^PSEi,31 Oct 1964,13.8300,13.8300,13.8300,13.8300
^PSEi,30 Nov 1964,15.4100,15.4100,15.4100,15.4100
^PSEi,31 Dec 1964,14.8100,14.8100,14.8100,14.8100
^PSEi,31 Jan 1965,13.5500,13.5500,13.5500,13.5500
^PSEi,28 Feb 1965,12.0500,12.0500,12.0500,12.0500
^PSEi,31 Mar 1965,11.8900,11.8900,11.8900,11.8900
^PSEi,30 Apr 1965,12.5700,12.5700,12.5700,12.5700
^PSEi,31 May 1965,11.7500,11.7500,11.7500,11.7500
^PSEi,30 Jun 1965,10.9800,10.9800,10.9800,10.9800
^PSEi,31 Jul 1965,11.6000,11.6000,11.6000,11.6000
^PSEi,31 Aug 1965,11.8500,11.8500,11.8500,11.8500
^PSEi,30 Sep 1965,11.2300,11.2300,11.2300,11.2300
^PSEi,31 Oct 1965,12.9100,12.9100,12.9100,12.9100
^PSEi,30 Nov 1965,13.9900,13.9900,13.9900,13.9900
^PSEi,31 Dec 1965,14.2500,14.2500,14.2500,14.2500
^PSEi,31 Jan 1966,18.8500,18.8500,18.8500,18.8500
^PSEi,28 Feb 1966,20.7900,20.7900,20.7900,20.7900
^PSEi,31 Mar 1966,23.6900,23.6900,23.6900,23.6900
^PSEi,30 Apr 1966,28.3400,28.3400,28.3400,28.3400
^PSEi,31 May 1966,28.8500,28.8500,28.8500,28.8500
^PSEi,30 Jun 1966,27.7000,27.7000,27.7000,27.7000
^PSEi,31 Jul 1966,30.4000,30.4000,30.4000,30.4000
^PSEi,31 Aug 1966,25.5100,25.5100,25.5100,25.5100
^PSEi,30 Sep 1966,28.6600,28.6600,28.6600,28.6600
^PSEi,31 Oct 1966,31.7900,31.7900,31.7900,31.7900
^PSEi,30 Nov 1966,31.7500,31.7500,31.7500,31.7500
^PSEi,31 Dec 1966,28.2200,28.2200,28.2200,28.2200
^PSEi,31 Jan 1967,36.2400,36.2400,36.2400,36.2400
^PSEi,28 Feb 1967,37.2400,37.2400,37.2400,37.2400
^PSEi,31 Mar 1967,34.7900,34.7900,34.7900,34.7900
^PSEi,30 Apr 1967,34.3200,34.3200,34.3200,34.3200
^PSEi,31 May 1967,35.5800,35.5800,35.5800,35.5800
^PSEi,30 Jun 1967,31.7100,31.7100,31.7100,31.7100
^PSEi,31 Jul 1967,32.8900,32.8900,32.8900,32.8900
^PSEi,31 Aug 1967,36.9200,36.9200,36.9200,36.9200
^PSEi,30 Sep 1967,41.6600,41.6600,41.6600,41.6600
^PSEi,31 Oct 1967,47.1400,47.1400,47.1400,47.1400
