Date/Time,Open,High,Low,Close,Y,X0,X1,X2,X3,X4,X5,X6,X7,X8
2007-08-10,3336.29,3336.29,3273.0901,3281.96,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214,91.35010000000011,-95.25,-6.7800000000002,-67.42999999999984,-74.75,33.73999999999978
2007-08-13,3279.8701,3310.24,3267.03,3267.03,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214,91.35010000000011,-95.25,-6.7800000000002,-67.42999999999984,-74.75
2007-08-14,3271.03,3284.1299,3257.3601,3263.5601,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214,91.35010000000011,-95.25,-6.7800000000002,-67.42999999999984
2007-08-15,3222.77,3222.77,3124.9199,3130.3401,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214,91.35010000000011,-95.25,-6.7800000000002
2007-08-16,3106.4099,3106.4099,2942.3101,2942.3101,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214,91.35010000000011,-95.25
2007-08-17,2948.0901,2996.1499,2874.99,2884.3401,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214,91.35010000000011
2007-08-21,3019.3301,3171.1599,3019.3301,3167.52,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711,27.569800000000214
2007-08-22,3157.55,3157.55,3124.79,3139.46,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978,9.290099999999711
2007-08-23,3195.3401,3254.9399,3195.3401,3229.1499,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836,-103.23999999999978
2007-08-24,3230.21,3230.21,3199.78,3206.9399,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524,-14.929999999999836
2007-08-28,3209.4199,3261.28,3204.3999,3251.77,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025,-3.4699000000000524
2007-08-29,3192.49,3217.27,3171.73,3209.53,110.8100999999997,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975,-133.22000000000025
2007-08-30,3267.6899,3321.8501,3267.6899,3320.3401,44.94990000000007,110.8100999999997,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255,-188.02999999999975
2007-08-31,3319.75,3365.46,3317.0901,3365.29,3.8499000000001615,44.94990000000007,110.8100999999997,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001,-57.970000000000255
2007-09-03,3370.9299,3379.6299,3356.4099,3369.1399,-56.83989999999994,3.8499000000001615,44.94990000000007,110.8100999999997,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945,283.1799000000001
2007-09-04,3364.27,3364.27,3308.97,3312.3,30.05009999999993,-56.83989999999994,3.8499000000001615,44.94990000000007,110.8100999999997,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985,-28.059999999999945
2007-09-05,3321.7,3349.3601,3321.7,3342.3501,-15.820099999999911,30.05009999999993,-56.83989999999994,3.8499000000001615,44.94990000000007,110.8100999999997,-42.23999999999978,44.83010000000013,-22.210000000000036,89.68989999999985
